<<<<<<<<<<

1. НУ      : Vпр = 120 км/ч , Hа = 200 м , САУ : стаб Углов, Vпр
   Задание : отработка САУ перехода по Hа : 200м --> 600м

Thu Apr 05 14:13:48 2018
  iSOK Time_SPNM     xrK     xrT    rddr    aShG    ShNV     Ha       V      Vpr      Vy     kur        gam        tng        psi        tet        alf      bet     snos       wx       wy       wz      ax1      ay1      az1      Pst         q       Gp      Tnv      Trv     fig         lag      SO HH:MM:SS:MS
   1718 1134.080   -6.19  -61.82    9.54   41.64   11.69   198.22  102.86  101.82    5.73    2.42045   -0.29507   -1.27587    1.61429   11.58107  -12.854    0.855    0.014    1.917    0.555    0.915    0.452   10.523    0.063  742.311     50.0   9682.7  10583.9    417.3   42.7476613  39.9502664 0 00:18:54.080
   1719 1134.100   -6.19  -61.82    9.54   41.64   11.68   198.34  102.92  101.88    5.75    2.43166   -0.25642   -1.25761    1.61383   11.60317  -12.858    0.858    0.014    1.930    0.557    0.918    0.455   10.518    0.069  742.301     50.1   9682.7  10579.1    417.2   42.7476663  39.9502662 0 00:18:54.100
   1720 1134.120   -6.19  -61.82    9.54   41.64   11.68   198.45  102.98  101.94    5.76    2.44288   -0.21752   -1.23928    1.61314   11.62505  -12.862    0.861    0.014    1.943    0.558    0.921    0.458   10.513    0.075  742.290     50.1   9682.7  10574.5    417.2   42.7476714  39.9502660 0 00:18:54.120
   1721 1134.140   -6.19  -61.82    9.54   41.64   11.67   198.57  103.04  101.99    5.78    2.45411   -0.17835   -1.22087    1.61221   11.64671  -12.866    0.864    0.014    1.956    0.559    0.925    0.461   10.508    0.081  742.280     50.2   9682.7  10569.8    417.2   42.7476764  39.9502658 0 00:18:54.140
   1722 1134.160   -6.19  -61.82    9.54   41.64   11.67   198.68  103.09  102.05    5.79    2.46535   -0.13894   -1.20239    1.61104   11.66815  -12.870    0.868    0.014    1.968    0.560    0.928    0.464   10.503    0.087  742.270     50.2   9682.7  10565.2    417.2   42.7476815  39.9502657 0 00:18:54.160
   1723 1134.180   -5.27  -58.41    9.64   40.89   11.48   198.80  103.15  102.11    5.80    2.47661   -0.09928   -1.18386    1.60965   11.68669  -12.870    0.871    0.014    1.980    0.562    0.930    0.457   10.363    0.099  742.260     50.3   9682.7  10426.7    405.6   42.7476865  39.9502655 0 00:18:54.180
   1724 1134.200   -5.27  -58.41    9.64   40.89   11.47   198.92  103.20  102.16    5.81    2.48788   -0.05939   -1.16526    1.60777   11.70256  -12.868    0.875    0.014    1.993    0.563    0.933    0.460   10.359    0.104  742.249     50.3   9682.7  10423.1    405.7   42.7476916  39.9502653 0 00:18:54.200
   1725 1134.220   -5.27  -58.41    9.64   40.89   11.47   199.03  103.26  102.21    5.82    2.49917   -0.01924   -1.14660    1.60565   11.71826  -12.866    0.879    0.014    2.005    0.565    0.935    0.463   10.355    0.110  742.239     50.4   9682.7  10419.6    405.8   42.7476966  39.9502651 0 00:18:54.220
   1726 1134.240   -5.27  -58.41    9.64   40.89   11.46   199.15  103.31  102.27    5.83    2.51048    0.02114   -1.12788    1.60329   11.73380  -12.863    0.884    0.014    2.017    0.566    0.938    0.465   10.351    0.116  742.229     50.4   9682.7  10416.1    406.0   42.7477017  39.9502649 0 00:18:54.240
   1727 1134.260   -5.27  -58.41    9.64   40.89   11.46   199.27  103.37  102.32    5.85    2.52179    0.06176   -1.10910    1.60071   11.74918  -12.861    0.888    0.014    2.028    0.567    0.940    0.468   10.347    0.122  742.218     50.5   9682.7  10412.6    406.1   42.7477067  39.9502647 0 00:18:54.260
   1728 1134.280   -4.29  -54.94    9.76   40.13   11.26   199.38  103.42  102.38    5.86    2.53312    0.10260   -1.09028    1.59788   11.76441  -12.858    0.893    0.014    2.039    0.569    0.941    0.480   10.203    0.126  742.208     50.5   9682.7  10270.9    395.8   42.7477118  39.9502645 0 00:18:54.280
   1729 1134.300   -4.29  -54.94    9.76   40.13   11.26   199.50  103.47  102.43    5.86    2.54446    0.14365   -1.07142    1.59474   11.77405  -12.849    0.898    0.014    2.051    0.570    0.943    0.464   10.201    0.139  742.198     50.6   9682.7  10268.0    394.6   42.7477168  39.9502643 0 00:18:54.300
   1730 1134.320   -4.29  -54.94    9.76   40.13   11.25   199.62  103.53  102.48    5.87    2.55581    0.18493   -1.05251    1.59122   11.78367  -12.841    0.903    0.014    2.062    0.571    0.945    0.467   10.198    0.145  742.187     50.6   9682.7  10265.6    394.8   42.7477219  39.9502641 0 00:18:54.320
   1731 1134.340   -4.29  -54.94    9.76   40.13   11.25   199.73  103.58  102.53    5.88    2.56718    0.22644   -1.03356    1.58747   11.79319  -12.832    0.909    0.014    2.073    0.573    0.947    0.470   10.195    0.151  742.177     50.7   9682.7  10263.2    395.1   42.7477269  39.9502639 0 00:18:54.340
   1732 1134.360   -4.29  -54.94    9.76   40.13   11.25   199.85  103.63  102.58    5.89    2.57856    0.26816   -1.01457    1.58349   11.80261  -12.823    0.915    0.014    2.084    0.574    0.948    0.473   10.192    0.157  742.167     50.7   9682.7  10260.8    395.3   42.7477320  39.9502638 0 00:18:54.360
   1733 1134.380   -4.29  -54.94    9.76   40.13   11.24   199.97  103.68  102.63    5.89    2.58995    0.31008   -0.99555    1.57928   11.81191  -12.814    0.921    0.014    2.094    0.575    0.949    0.476   10.190    0.163  742.156     50.8   9682.7  10258.5    395.6   42.7477371  39.9502636 0 00:18:54.380
   1734 1134.400   -3.27  -51.42    9.91   39.33   11.04   200.09  103.73  102.68    5.90    2.60135    0.35219   -0.97650    1.57488   11.81826  -12.802    0.927    0.014    2.103    0.576    0.950    0.468   10.043    0.174  742.146     50.8   9682.7  10113.3    383.7   42.7477422  39.9502634 0 00:18:54.400
   1735 1134.420   -3.27  -51.42    9.91   39.33   11.04   200.21  103.78  102.72    5.90    2.61275    0.39451   -0.95743    1.56999   11.82189  -12.788    0.933    0.014    2.114    0.577    0.951    0.471   10.042    0.180  742.135     50.9   9682.6  10112.0    384.1   42.7477472  39.9502632 0 00:18:54.420
   1736 1134.440   -3.27  -51.42    9.91   39.33   11.03   200.32  103.83  102.77    5.91    2.62417    0.43702   -0.93833    1.56488   11.82546  -12.773    0.940    0.014    2.124    0.579    0.951    0.474   10.040    0.186  742.125     50.9   9682.6  10110.7    384.5   42.7477523  39.9502630 0 00:18:54.440
   1737 1134.460   -3.27  -51.42    9.91   39.33   11.03   200.44  103.87  102.82    5.91    2.63560    0.47973   -0.91920    1.55954   11.82896  -12.758    0.947    0.014    2.133    0.580    0.952    0.477   10.038    0.192  742.114     51.0   9682.6  10109.3    384.8   42.7477574  39.9502628 0 00:18:54.460
   1738 1134.480   -3.27  -51.42    9.91   39.33   11.02   200.56  103.92  102.87    5.92    2.64704    0.52262   -0.90006    1.55397   11.83242  -12.744    0.955    0.014    2.142    0.581    0.952    0.480   10.037    0.198  742.104     51.0   9682.6  10108.0    385.2   42.7477625  39.9502626 0 00:18:54.480
   1739 1134.500   -2.20  -47.86   10.08   38.52   10.82   200.68  103.97  102.91    5.92    2.65848    0.56569   -0.88090    1.54817   11.83581  -12.729    0.962    0.014    2.150    0.582    0.952    0.488    9.860    0.198  742.094     51.1   9682.6   9933.7    375.3   42.7477675  39.9502625 0 00:18:54.500
   1740 1134.520   -2.20  -47.86   10.08   38.52   10.81   200.80  104.01  102.96    5.92    2.66992    0.60891   -0.86174    1.54217   11.83241  -12.707    0.970    0.014    2.159    0.583    0.952    0.472    9.859    0.212  742.083     51.1   9682.6   9932.5    373.7   42.7477726  39.9502623 0 00:18:54.520
   1741 1134.540   -2.20  -47.86   10.08   38.52   10.81   200.92  104.06  103.00    5.92    2.68138    0.65232   -0.84257    1.53579   11.82908  -12.686    0.978    0.014    2.168    0.584    0.952    0.475    9.859    0.218  742.073     51.2   9682.6   9931.9    374.2   42.7477777  39.9502621 0 00:18:54.540
   1742 1134.560   -2.20  -47.86   10.08   38.52   10.81   201.03  104.10  103.04    5.92    2.69285    0.69589   -0.82339    1.52918   11.82573  -12.664    0.986    0.014    2.176    0.585    0.952    0.478    9.858    0.224  742.062     51.2   9682.6   9931.2    374.7   42.7477828  39.9502619 0 00:18:54.560
   1743 1134.580   -2.20  -47.86   10.08   38.52   10.80   201.15  104.15  103.09    5.93    2.70433    0.73962   -0.80420    1.52236   11.82236  -12.643    0.995    0.014    2.184    0.586    0.952    0.481    9.857    0.230  742.052     51.2   9682.6   9930.6    375.2   42.7477879  39.9502617 0 00:18:54.580
   1744 1134.600   -2.20  -47.86   10.08   38.52   10.80   201.27  104.19  103.13    5.93    2.71581    0.78350   -0.78502    1.51531   11.81897  -12.621    1.004    0.014    2.192    0.587    0.951    0.484    9.856    0.236  742.041     51.3   9682.6   9930.0    375.7   42.7477930  39.9502615 0 00:18:54.600
   1745 1134.620   -1.09  -44.27   10.29   37.69   10.59   201.39  104.23  103.17    5.93    2.72729    0.82752   -0.76584    1.50816   11.81200  -12.596    1.013    0.014    2.198    0.588    0.950    0.473    9.674    0.243  742.031     51.3   9682.6   9748.9    363.8   42.7477981  39.9502614 0 00:18:54.620
   1746 1134.640   -1.09  -44.27   10.29   37.69   10.59   201.51  104.27  103.21    5.92    2.73878    0.87167   -0.74668    1.50057   11.80168  -12.568    1.022    0.014    2.206    0.590    0.949    0.476    9.674    0.249  742.020     51.4   9682.6   9749.5    364.4   42.7478032  39.9502612 0 00:18:54.640
   1747 1134.660   -1.09  -44.27   10.29   37.69   10.58   201.63  104.31  103.25    5.92    2.75028    0.91597   -0.72752    1.49276   11.79139  -12.539    1.032    0.014    2.213    0.591    0.948    0.479    9.675    0.255  742.010     51.4   9682.6   9750.1    365.1   42.7478083  39.9502610 0 00:18:54.660
   1748 1134.680   -1.09  -44.27   10.29   37.69   10.58   201.75  104.35  103.29    5.92    2.76178    0.96040   -0.70837    1.48474   11.78114  -12.511    1.042    0.014    2.219    0.592    0.947    0.482    9.675    0.260  741.999     51.5   9682.6   9750.7    365.7   42.7478134  39.9502608 0 00:18:54.680
   1749 1134.700   -1.09  -44.27   10.29   37.69   10.58   201.86  104.40  103.33    5.91    2.77329    1.00495   -0.68923    1.47650   11.77092  -12.483    1.052    0.014    2.225    0.592    0.946    0.485    9.676    0.266  741.989     51.5   9682.6   9751.3    366.4   42.7478185  39.9502606 0 00:18:54.700
   1750 1134.720    0.04  -40.75   10.51   36.84   10.36   201.98  104.43  103.37    5.91    2.78480    1.04961   -0.67012    1.46818   11.75712  -12.451    1.063    0.014    2.230    0.593    0.944    0.473    9.491    0.273  741.978     51.5   9682.6   9567.9    354.4   42.7478236  39.9502605 0 00:18:54.720
   1751 1134.740    0.04  -40.75   10.51   36.84   10.36   202.10  104.47  103.41    5.90    2.79632    1.09438   -0.65103    1.45944   11.73996  -12.416    1.074    0.014    2.236    0.594    0.942    0.476    9.493    0.278  741.968     51.6   9682.6   9569.7    355.2   42.7478287  39.9502603 0 00:18:54.740
   1752 1134.760    0.04  -40.75   10.51   36.84   10.36   202.22  104.51  103.44    5.90    2.80785    1.13927   -0.63197    1.45049   11.72288  -12.381    1.085    0.014    2.242    0.595    0.941    0.479    9.494    0.284  741.958     51.6   9682.6   9571.6    356.0   42.7478338  39.9502601 0 00:18:54.760
   1753 1134.780    0.04  -40.75   10.51   36.84   10.35   202.34  104.54  103.48    5.89    2.81937    1.18426   -0.61293    1.44133   11.70589  -12.347    1.096    0.014    2.247    0.596    0.939    0.482    9.496    0.290  741.947     51.6   9682.6   9573.3    356.7   42.7478389  39.9502599 0 00:18:54.780
   1754 1134.800    0.04  -40.75   10.51   36.84   10.35   202.45  104.58  103.51    5.88    2.83090    1.22934   -0.59392    1.43196   11.68898  -12.312    1.108    0.014    2.251    0.597    0.937    0.485    9.498    0.296  741.937     51.7   9682.6   9575.1    357.5   42.7478440  39.9502598 0 00:18:54.800
   1755 1134.820    1.21  -37.22   10.77   35.98   10.13   202.57  104.62  103.55    5.88    2.84243    1.27451   -0.57494    1.42237   11.67216  -12.278    1.120    0.014    2.255    0.597    0.934    0.490    9.310    0.292  741.926     51.7   9682.6   9389.9    348.7   42.7478492  39.9502596 0 00:18:54.820
   1756 1134.840    1.21  -37.22   10.77   35.98   10.13   202.69  104.65  103.58    5.87    2.85395    1.31974   -0.55601    1.41273   11.64820  -12.236    1.132    0.014    2.259    0.598    0.932    0.475    9.314    0.307  741.916     51.7   9682.6   9392.2    346.5   42.7478543  39.9502594 0 00:18:54.840
   1757 1134.860    1.21  -37.22   10.77   35.98   10.13   202.81  104.68  103.61    5.86    2.86547    1.36506   -0.53712    1.40269   11.62446  -12.195    1.145    0.014    2.263    0.599    0.929    0.479    9.317    0.313  741.906     51.8   9682.5   9395.1    347.4   42.7478594  39.9502593 0 00:18:54.860
   1758 1134.880    1.21  -37.22   10.77   35.98   10.13   202.92  104.72  103.65    5.85    2.87700    1.41045   -0.51826    1.39245   11.60084  -12.154    1.158    0.014    2.267    0.599    0.927    0.482    9.320    0.318  741.895     51.8   9682.5   9398.1    348.3   42.7478645  39.9502591 0 00:18:54.880
   1759 1134.900    1.21  -37.22   10.77   35.98   10.13   203.04  104.75  103.68    5.84    2.88852    1.45590   -0.49945    1.38200   11.57737  -12.114    1.171    0.014    2.270    0.600    0.924    0.485    9.322    0.324  741.885     51.8   9682.5   9400.9    349.2   42.7478696  39.9502589 0 00:18:54.900
   1760 1134.920    1.21  -37.22   10.77   35.98   10.12   203.16  104.78  103.71    5.83    2.90004    1.50141   -0.48069    1.37135   11.55402  -12.073    1.184    0.014    2.272    0.600    0.921    0.488    9.325    0.330  741.875     51.9   9682.5   9403.8    350.0   42.7478748  39.9502588 0 00:18:54.920
   1761 1134.940    2.42  -33.68   11.06   35.11    9.90   203.27  104.81  103.74    5.82    2.91155    1.54695   -0.46198    1.36070   11.52696  -12.029    1.198    0.014    2.274    0.600    0.917    0.474    9.130    0.334  741.864     51.9   9682.5   9209.6    338.2   42.7478799  39.9502586 0 00:18:54.940
   1762 1134.960    2.42  -33.68   11.06   35.11    9.90   203.39  104.84  103.77    5.80    2.92305    1.59254   -0.44333    1.34966   11.49638  -11.981    1.212    0.014    2.277    0.601    0.914    0.477    9.134    0.339  741.854     51.9   9682.5   9213.5    339.2   42.7478850  39.9502584 0 00:18:54.960
   1763 1134.980    2.42  -33.68   11.06   35.11    9.90   203.50  104.87  103.80    5.79    2.93454    1.63817   -0.42473    1.33842   11.46597  -11.934    1.226    0.014    2.278    0.601    0.911    0.480    9.138    0.345  741.844     52.0   9682.5   9217.4    340.2   42.7478902  39.9502583 0 00:18:54.980
   1764 1135.000    2.42  -33.68   11.06   35.11    9.90   203.62  104.90  103.83    5.78    2.94603    1.68383   -0.40619    1.32698   11.43574  -11.887    1.241    0.014    2.280    0.601    0.907    0.483    9.142    0.350  741.834     52.0   9682.5   9221.3    341.2   42.7478953  39.9502581 0 00:18:55.000
   1765 1135.020    2.42  -33.68   11.06   35.11    9.90   203.74  104.93  103.86    5.76    2.95751    1.72951   -0.38771    1.31534   11.40568  -11.840    1.255    0.014    2.281    0.601    0.904    0.486    9.146    0.356  741.823     52.0   9682.5   9225.1    342.2   42.7479004  39.9502580 0 00:18:55.020
   1766 1135.040    2.42  -33.68   11.06   35.11    9.90   203.85  104.96  103.89    5.75    2.96897    1.77520   -0.36929    1.30351   11.37580  -11.794    1.271    0.014    2.281    0.601    0.900    0.489    9.150    0.361  741.813     52.0   9682.5   9229.0    343.2   42.7479056  39.9502578 0 00:18:55.040
   1767 1135.060    3.70  -30.07   11.38   34.23    9.68   203.97  104.99  103.91    5.73    2.98041    1.82089   -0.35095    1.29172   11.34203  -11.744    1.286    0.014    2.281    0.600    0.896    0.474    8.943    0.363  741.803     52.1   9682.5   9024.1    331.5   42.7479107  39.9502576 0 00:18:55.060
   1768 1135.080    3.70  -30.07   11.38   34.23    9.68   204.08  105.01  103.94    5.72    2.99184    1.86657   -0.33268    1.27957   11.30455  -11.690    1.302    0.014    2.281    0.600    0.892    0.477    8.949    0.369  741.793     52.1   9682.5   9029.1    332.6   42.7479159  39.9502575 0 00:18:55.080
   1769 1135.100    3.70  -30.07   11.38   34.23    9.67   204.19  105.04  103.97    5.70    3.00325    1.91225   -0.31449    1.26723   11.26729  -11.636    1.318    0.014    2.281    0.600    0.888    0.480    8.954    0.374  741.783     52.1   9682.5   9034.2    333.7   42.7479210  39.9502573 0 00:18:55.100
   1770 1135.120    3.70  -30.07   11.38   34.23    9.67   204.31  105.07  103.99    5.68    3.01465    1.95792   -0.29636    1.25470   11.23026  -11.583    1.334    0.014    2.280    0.600    0.883    0.483    8.959    0.380  741.773     52.2   9682.5   9039.3    334.8   42.7479262  39.9502572 0 00:18:55.120
   1771 1135.140    3.70  -30.07   11.38   34.23    9.67   204.42  105.09  104.02    5.67    3.02602    2.00356   -0.27832    1.24198   11.19345  -11.530    1.350    0.014    2.278    0.599    0.879    0.486    8.964    0.385  741.763     52.2   9682.5   9044.1    335.9   42.7479313  39.9502570 0 00:18:55.140
   1772 1135.160    4.96  -26.59   11.72   33.34    9.45   204.53  105.12  104.04    5.65    3.03737    2.04917   -0.26035    1.22933   11.15278  -11.474    1.367    0.014    2.276    0.598    0.874    0.471    8.757    0.386  741.753     52.2   9682.5   8838.6    324.3   42.7479365  39.9502569 0 00:18:55.160
   1773 1135.180    4.96  -26.59   11.72   33.34    9.45   204.65  105.14  104.06    5.63    3.04869    2.09474   -0.24248    1.21634   11.10840  -11.413    1.384    0.014    2.275    0.598    0.869    0.474    8.764    0.391  741.743     52.2   9682.5   8844.9    325.5   42.7479416  39.9502567 0 00:18:55.180
   1774 1135.200    4.96  -26.59   11.72   33.34    9.45   204.76  105.16  104.08    5.61    3.06000    2.14027   -0.22469    1.20317   11.06430  -11.354    1.402    0.014    2.273    0.597    0.865    0.477    8.771    0.397  741.733     52.2   9682.5   8851.0    326.7   42.7479468  39.9502566 0 00:18:55.200
   1775 1135.220    4.96  -26.59   11.72   33.34    9.45   204.87  105.18  104.11    5.58    3.07127    2.18576   -0.20698    1.18982   11.02046  -11.294    1.420    0.014    2.270    0.596    0.860    0.480    8.777    0.402  741.723     52.3   9682.5   8857.1    327.9   42.7479519  39.9502565 0 00:18:55.220
   1776 1135.240    4.96  -26.59   11.72   33.34    9.45   204.98  105.21  104.13    5.56    3.08252    2.23119   -0.18937    1.17628   10.97689  -11.235    1.438    0.014    2.267    0.595    0.855    0.483    8.783    0.407  741.713     52.3   9682.5   8863.2    329.1   42.7479571  39.9502563 0 00:18:55.240
   1777 1135.260    6.25  -23.15   12.09   32.45    9.23   205.09  105.23  104.15    5.54    3.09374    2.27656   -0.17185    1.16255   10.93359  -11.177    1.456    0.014    2.263    0.594    0.849    0.483    8.576    0.396  741.704     52.3   9682.5   8657.9    322.2   42.7479622  39.9502562 0 00:18:55.260
   1778 1135.280    6.25  -23.15   12.09   32.45    9.23   205.20  105.25  104.17    5.52    3.10492    2.32183   -0.15443    1.14902   10.88242  -11.111    1.475    0.014    2.260    0.593    0.844    0.470    8.584    0.412  741.694     52.3   9682.4   8664.4    319.0   42.7479674  39.9502560 0 00:18:55.280
   1779 1135.300    6.25  -23.15   12.09   32.45    9.23   205.31  105.27  104.19    5.49    3.11607    2.36704   -0.13711    1.13508   10.83162  -11.045    1.494    0.014    2.256    0.591    0.839    0.473    8.591    0.417  741.684     52.4   9682.4   8671.6    320.2   42.7479726  39.9502559 0 00:18:55.300
   1780 1135.320    6.25  -23.15   12.09   32.45    9.23   205.42  105.29  104.21    5.47    3.12718    2.41216   -0.11988    1.12098   10.78114  -10.980    1.513    0.014    2.252    0.590    0.833    0.476    8.599    0.422  741.674     52.4   9682.4   8678.8    321.5   42.7479777  39.9502558 0 00:18:55.320
   1781 1135.340    6.25  -23.15   12.09   32.45    9.23   205.53  105.31  104.23    5.45    3.13826    2.45720   -0.10277    1.10669   10.73096  -10.915    1.532    0.014    2.247    0.588    0.827    0.479    8.606    0.427  741.665     52.4   9682.4   8685.9    322.7   42.7479829  39.9502556 0 00:18:55.340
   1782 1135.360    6.25  -23.15   12.09   32.45    9.23   205.64  105.33  104.25    5.42    3.14929    2.50213   -0.08575    1.09223   10.68109  -10.850    1.552    0.014    2.242    0.587    0.822    0.482    8.614    0.432  741.655     52.4   9682.4   8692.9    324.0   42.7479881  39.9502555 0 00:18:55.360
   1783 1135.380    7.56  -19.75   12.47   31.57    9.01   205.75  105.35  104.27    5.40    3.16028    2.54694   -0.06885    1.07791   10.62741  -10.782    1.572    0.014    2.235    0.585    0.815    0.466    8.407    0.431  741.646     52.4   9682.4   8487.5    312.9   42.7479933  39.9502554 0 00:18:55.380
   1784 1135.400    7.56  -19.75   12.47   31.57    9.01   205.86  105.36  104.28    5.37    3.17122    2.59164   -0.05207    1.06329   10.57006  -10.711    1.592    0.014    2.230    0.583    0.810    0.469    8.416    0.436  741.636     52.4   9682.4   8495.7    314.2   42.7479984  39.9502552 0 00:18:55.400
   1785 1135.420    7.56  -19.75   12.47   31.57    9.01   205.96  105.38  104.30    5.34    3.18212    2.63621   -0.03539    1.04850   10.51306  -10.640    1.613    0.014    2.224    0.581    0.803    0.472    8.424    0.441  741.627     52.5   9682.4   8503.8    315.5   42.7480036  39.9502551 0 00:18:55.420
   1786 1135.440    7.56  -19.75   12.47   31.57    9.01   206.07  105.40  104.31    5.31    3.19297    2.68067   -0.01883    1.03354   10.45641  -10.569    1.634    0.014    2.218    0.579    0.797    0.475    8.433    0.446  741.617     52.5   9682.4   8512.0    316.9   42.7480088  39.9502550 0 00:18:55.440
   1787 1135.460    7.56  -19.75   12.47   31.57    9.01   206.18  105.42  104.33    5.29    3.20378    2.72499   -0.00239    1.01841   10.40011  -10.499    1.655    0.014    2.210    0.576    0.791    0.478    8.441    0.451  741.608     52.5   9682.4   8520.0    318.2   42.7480140  39.9502549 0 00:18:55.460
   1788 1135.480    8.88  -16.42   12.87   30.69    8.79   206.28  105.43  104.35    5.26    3.21452    2.76916    0.01393    1.00311   10.34415  -10.429    1.676    0.014    2.202    0.574    0.784    0.476    8.236    0.437  741.599     52.5   9682.4   8315.9    312.3   42.7480191  39.9502547 0 00:18:55.480
   1789 1135.500    8.88  -16.42   12.87   30.69    8.79   206.39  105.45  104.36    5.23    3.22521    2.81315    0.03012    0.98810   10.28038  -10.352    1.698    0.014    2.195    0.571    0.778    0.464    8.245    0.453  741.589     52.5   9682.4   8324.4    308.7   42.7480243  39.9502546 0 00:18:55.500
   1790 1135.520    8.88  -16.42   12.87   30.69    8.79   206.49  105.46  104.38    5.20    3.23584    2.85700    0.04618    0.97270   10.21705  -10.276    1.720    0.014    2.187    0.569    0.771    0.467    8.255    0.458  741.580     52.5   9682.4   8333.5    310.1   42.7480295  39.9502545 0 00:18:55.520
   1791 1135.540    8.88  -16.42   12.87   30.69    8.79   206.59  105.47  104.39    5.16    3.24641    2.90069    0.06212    0.95714   10.15411  -10.200    1.742    0.014    2.179    0.566    0.764    0.470    8.265    0.462  741.571     52.6   9682.4   8342.5    311.5   42.7480347  39.9502544 0 00:18:55.540
   1792 1135.560    8.88  -16.42   12.87   30.69    8.80   206.70  105.49  104.40    5.13    3.25692    2.94421    0.07793    0.94141   10.09154  -10.124    1.765    0.014    2.170    0.563    0.757    0.473    8.274    0.467  741.562     52.6   9682.4   8351.4    312.8   42.7480399  39.9502543 0 00:18:55.560
   1793 1135.580    8.88  -16.42   12.87   30.69    8.80   206.80  105.51  104.42    5.10    3.26737    2.98754    0.09361    0.92553   10.02936  -10.049    1.787    0.014    2.160    0.560    0.750    0.476    8.284    0.472  741.553     52.6   9682.4   8360.4    314.2   42.7480451  39.9502541 0 00:18:55.580
   1794 1135.600   10.21  -13.15   13.29   29.81    8.58   206.90  105.52  104.43    5.07    3.27775    3.03067    0.10915    0.90984    9.96346   -9.971    1.810    0.014    2.150    0.556    0.743    0.459    8.080    0.468  741.544     52.6   9682.4   8157.3    303.6   42.7480503  39.9502540 0 00:18:55.600
   1795 1135.620   10.21  -13.15   13.29   29.81    8.58   207.00  105.53  104.44    5.04    3.28805    3.07360    0.12454    0.89390    9.89396   -9.889    1.833    0.014    2.141    0.553    0.736    0.462    8.091    0.473  741.535     52.6   9682.4   8167.3    305.1   42.7480555  39.9502539 0 00:18:55.620
   1796 1135.640   10.21  -13.15   13.29   29.81    8.58   207.10  105.54  104.45    5.00    3.29829    3.11634    0.13980    0.87780    9.82489   -9.807    1.857    0.014    2.130    0.550    0.729    0.464    8.101    0.477  741.526     52.6   9682.4   8177.2    306.5   42.7480607  39.9502538 0 00:18:55.640
   1797 1135.660   10.21  -13.15   13.29   29.81    8.59   207.20  105.56  104.47    4.97    3.30845    3.15887    0.15492    0.86155    9.75626   -9.727    1.881    0.014    2.120    0.546    0.721    0.467    8.112    0.482  741.517     52.6   9682.4   8187.0    307.9   42.7480659  39.9502537 0 00:18:55.660
   1798 1135.680   10.21  -13.15   13.29   29.81    8.59   207.30  105.57  104.48    4.93    3.31854    3.20119    0.16989    0.84515    9.68805   -9.647    1.905    0.014    2.109    0.542    0.714    0.470    8.123    0.486  741.509     52.6   9682.4   8196.9    309.3   42.7480711  39.9502536 0 00:18:55.680
   1799 1135.700   11.54   -9.98   13.71   28.95    8.37   207.40  105.58  104.49    4.90    3.32855    3.24327    0.18471    0.82859    9.62027   -9.567    1.929    0.014    2.096    0.538    0.706    0.466    7.922    0.470  741.500     52.7   9682.4   7996.4    304.4   42.7480763  39.9502535 0 00:18:55.700
   1800 1135.720   11.54   -9.98   13.71   28.95    8.37   207.49  105.59  104.50    4.86    3.33847    3.28511    0.19938    0.81241    9.54483   -9.480    1.953    0.014    2.085    0.534    0.698    0.455    7.933    0.486  741.491     52.7   9682.3   8006.5    300.5   42.7480815  39.9502534 0 00:18:55.720
   1801 1135.740   11.54   -9.98   13.71   28.95    8.38   207.59  105.60  104.51    4.83    3.34831    3.32671    0.21390    0.79584    9.46990   -9.394    1.978    0.014    2.073    0.530    0.691    0.458    7.945    0.490  741.483     52.7   9682.3   8017.3    302.0   42.7480867  39.9502533 0 00:18:55.740
   1802 1135.760   11.54   -9.98   13.71   28.95    8.38   207.69  105.61  104.52    4.79    3.35806    3.36807    0.22827    0.77913    9.39543   -9.309    2.003    0.014    2.061    0.526    0.683    0.461    7.957    0.494  741.474     52.7   9682.3   8028.0    303.4   42.7480919  39.9502532 0 00:18:55.760
   1803 1135.780   11.54   -9.98   13.71   28.95    8.38   207.78  105.62  104.53    4.75    3.36773    3.40919    0.24248    0.76228    9.32143   -9.224    2.028    0.014    2.048    0.521    0.675    0.463    7.968    0.499  741.466     52.7   9682.3   8038.6    304.9   42.7480971  39.9502531 0 00:18:55.780
   1804 1135.800   11.54   -9.98   13.71   28.95    8.38   207.88  105.64  104.54    4.72    3.37731    3.45004    0.25653    0.74528    9.24788   -9.139    2.054    0.014    2.035    0.516    0.666    0.466    7.980    0.503  741.458     52.7   9682.3   8049.1    306.3   42.7481023  39.9502530 0 00:18:55.800
   1805 1135.820   12.86   -6.89   14.14   28.09    8.17   207.97  105.64  104.55    4.68    3.38679    3.49061    0.27041    0.72853    9.17075   -9.052    2.079    0.014    2.020    0.511    0.658    0.448    7.781    0.497  741.449     52.7   9682.3   7850.9    296.4   42.7481075  39.9502530 0 00:18:55.820
   1806 1135.840   12.86   -6.89   14.14   28.09    8.18   208.06  105.65  104.56    4.64    3.39617    3.53089    0.28413    0.71157    9.09015   -8.961    2.105    0.014    2.007    0.507    0.650    0.451    7.794    0.501  741.441     52.7   9682.3   7862.4    297.9   42.7481127  39.9502529 0 00:18:55.840
