<<<<<<<<<<

1. НУ      : Vпр = 120 км/ч , Hа = 200 м , САУ : стаб Углов, Vпр
   Задание : отработка САУ перехода по Hа : 200м --> 600м

Thu Apr 05 14:13:48 2018
  iSOK Time_SPNM     xrK     xrT    rddr    aShG    ShNV     Ha       V      Vpr      Vy     kur        gam        tng        psi        tet        alf      bet     snos       wx       wy       wz      ax1      ay1      az1      Pst         q       Gp      Tnv      Trv     fig         lag      SO HH:MM:SS:MS
   3351 1903.400   13.51  -41.85   13.00   39.47   11.87   813.59  136.72  131.40    9.58    1.52562    0.06525    3.41931  358.38595   14.60194  -11.207    3.025    0.025   -0.045    0.001    0.464    0.286   10.006    0.144  689.507     83.3   9525.2   9959.6    408.1   42.9904972  39.9658886 0 00:31:43.400
   3352 1903.420   13.51  -41.85   13.00   39.47   11.87   813.78  136.70  131.38    9.58    1.52563    0.06435    3.42860  358.38535   14.61010  -11.206    3.026    0.025   -0.045    0.001    0.465    0.286   10.006    0.144  689.491     83.2   9525.1   9959.8    408.1   42.9905038  39.9658888 0 00:31:43.420
   3353 1903.440   13.51  -41.85   13.00   39.47   11.87   813.98  136.69  131.37    9.58    1.52563    0.06344    3.43790  358.38474   14.61827  -11.205    3.027    0.025   -0.045    0.001    0.465    0.286   10.006    0.144  689.475     83.2   9525.1   9960.0    408.2   42.9905104  39.9658891 0 00:31:43.440
   3354 1903.460   13.51  -41.85   13.00   39.47   11.87   814.17  136.67  131.35    9.59    1.52564    0.06254    3.44721  358.38414   14.62646  -11.204    3.027    0.025   -0.045    0.001    0.466    0.287   10.007    0.144  689.459     83.2   9525.1   9960.2    408.2   42.9905170  39.9658893 0 00:31:43.460
   3355 1903.480   13.51  -41.85   13.00   39.47   11.87   814.36  136.65  131.33    9.59    1.52564    0.06164    3.45653  358.38355   14.63468  -11.202    3.028    0.025   -0.045    0.001    0.466    0.287   10.007    0.144  689.443     83.2   9525.1   9960.4    408.2   42.9905236  39.9658896 0 00:31:43.480
   3356 1903.500   13.51  -41.85   13.00   39.47   11.87   814.55  136.63  131.31    9.60    1.52565    0.06073    3.46585  358.38295   14.64291  -11.201    3.029    0.025   -0.045    0.001    0.467    0.287   10.007    0.144  689.427     83.2   9525.1   9960.7    408.2   42.9905302  39.9658898 0 00:31:43.500
   3357 1903.520   13.51  -41.85   13.00   39.47   11.87   814.74  136.61  131.29    9.60    1.52566    0.05982    3.47519  358.38236   14.65117  -11.200    3.029    0.025   -0.045    0.001    0.467    0.287   10.007    0.143  689.411     83.1   9525.1   9960.9    408.2   42.9905368  39.9658901 0 00:31:43.520
   3358 1903.540   13.51  -41.85   13.00   39.47   11.87   814.94  136.60  131.27    9.60    1.52566    0.05892    3.48453  358.38177   14.65944  -11.199    3.030    0.025   -0.045    0.001    0.468    0.288   10.008    0.143  689.395     83.1   9525.1   9961.1    408.2   42.9905434  39.9658904 0 00:31:43.540
   3359 1903.560   13.51  -41.85   13.00   39.47   11.87   815.13  136.58  131.25    9.61    1.52567    0.05801    3.49389  358.38118   14.66774  -11.198    3.031    0.025   -0.045    0.001    0.468    0.288   10.008    0.143  689.379     83.1   9525.1   9961.3    408.2   42.9905500  39.9658906 0 00:31:43.560
   3360 1903.580   13.51  -41.85   13.00   39.47   11.87   815.32  136.56  131.24    9.61    1.52567    0.05710    3.50325  358.38060   14.67606  -11.197    3.031    0.025   -0.045    0.001    0.468    0.288   10.008    0.143  689.363     83.1   9525.1   9961.5    408.2   42.9905566  39.9658909 0 00:31:43.580
   3361 1903.600   13.51  -41.85   13.00   39.47   11.87   815.51  136.54  131.22    9.62    1.52568    0.05619    3.51262  358.38002   14.68439  -11.196    3.032    0.025   -0.045    0.001    0.469    0.288   10.009    0.143  689.347     83.0   9525.1   9961.8    408.2   42.9905632  39.9658911 0 00:31:43.600
   3362 1903.620   13.51  -41.85   13.00   39.47   11.87   815.70  136.52  131.20    9.62    1.52569    0.05528    3.52200  358.37944   14.69275  -11.195    3.033    0.025   -0.045    0.001    0.469    0.289   10.009    0.143  689.331     83.0   9525.1   9962.0    408.2   42.9905698  39.9658914 0 00:31:43.620
   3363 1903.640   13.51  -41.85   13.00   39.47   11.87   815.90  136.50  131.18    9.62    1.52569    0.05437    3.53138  358.37886   14.70113  -11.194    3.033    0.025   -0.046    0.001    0.470    0.289   10.009    0.143  689.315     83.0   9525.1   9962.2    408.2   42.9905764  39.9658917 0 00:31:43.640
   3364 1903.660   13.51  -41.85   13.00   39.47   11.87   816.09  136.48  131.16    9.63    1.52570    0.05346    3.54078  358.37828   14.70952  -11.193    3.034    0.025   -0.046    0.001    0.470    0.289   10.010    0.143  689.299     83.0   9525.1   9962.4    408.3   42.9905830  39.9658919 0 00:31:43.660
   3365 1903.680   13.51  -41.85   13.00   39.47   11.87   816.28  136.46  131.14    9.63    1.52571    0.05255    3.55018  358.37771   14.71794  -11.192    3.034    0.025   -0.046    0.001    0.470    0.290   10.010    0.143  689.283     82.9   9525.1   9962.6    408.3   42.9905896  39.9658922 0 00:31:43.680
   3366 1903.700   13.51  -41.85   13.00   39.47   11.87   816.47  136.45  131.12    9.64    1.52571    0.05163    3.55958  358.37714   14.72638  -11.191    3.035    0.025   -0.046    0.001    0.471    0.290   10.010    0.143  689.267     82.9   9525.1   9962.9    408.3   42.9905962  39.9658924 0 00:31:43.700
   3367 1903.720   13.51  -41.85   13.00   39.47   11.87   816.67  136.43  131.10    9.64    1.52572    0.05072    3.56900  358.37657   14.73484  -11.190    3.036    0.025   -0.046    0.001    0.471    0.290   10.010    0.143  689.251     82.9   9525.1   9963.1    408.3   42.9906028  39.9658927 0 00:31:43.720
   3368 1903.740   13.51  -41.85   13.00   39.47   11.87   816.86  136.41  131.08    9.64    1.52572    0.04981    3.57842  358.37601   14.74332  -11.189    3.036    0.025   -0.046    0.001    0.471    0.291   10.011    0.143  689.235     82.9   9525.1   9963.3    408.3   42.9906094  39.9658929 0 00:31:43.740
   3369 1903.760   13.51  -41.85   13.00   39.47   11.87   817.05  136.39  131.06    9.65    1.52573    0.04889    3.58785  358.37544   14.75182  -11.188    3.037    0.025   -0.046    0.001    0.472    0.291   10.011    0.143  689.219     82.8   9525.1   9963.5    408.3   42.9906160  39.9658932 0 00:31:43.760
   3370 1903.780   13.51  -41.85   13.00   39.47   11.87   817.25  136.37  131.04    9.65    1.52574    0.04798    3.59729  358.37488   14.76034  -11.187    3.037    0.025   -0.046    0.001    0.472    0.291   10.011    0.143  689.203     82.8   9525.1   9963.7    408.3   42.9906226  39.9658935 0 00:31:43.780
   3371 1903.800   13.51  -41.85   13.00   39.47   11.87   817.44  136.35  131.02    9.66    1.52574    0.04706    3.60673  358.37432   14.76888  -11.186    3.038    0.025   -0.046    0.001    0.472    0.291   10.012    0.143  689.186     82.8   9525.0   9963.9    408.3   42.9906291  39.9658937 0 00:31:43.800
   3372 1903.820   13.51  -41.85   13.00   39.47   11.87   817.63  136.33  131.00    9.66    1.52575    0.04615    3.61618  358.37377   14.77744  -11.185    3.039    0.025   -0.046    0.001    0.473    0.292   10.012    0.143  689.170     82.8   9525.0   9964.2    408.3   42.9906357  39.9658940 0 00:31:43.820
   3373 1903.840   13.51  -41.85   13.00   39.47   11.87   817.83  136.31  130.98    9.66    1.52576    0.04523    3.62564  358.37321   14.78603  -11.184    3.039    0.025   -0.046    0.001    0.473    0.292   10.012    0.143  689.154     82.7   9525.0   9964.4    408.3   42.9906423  39.9658942 0 00:31:43.840
   3374 1903.860   13.51  -41.85   13.00   39.47   11.87   818.02  136.29  130.96    9.67    1.52577    0.04431    3.63510  358.37266   14.79463  -11.183    3.040    0.025   -0.046    0.001    0.473    0.292   10.013    0.143  689.138     82.7   9525.0   9964.6    408.3   42.9906489  39.9658945 0 00:31:43.860
   3375 1903.880   13.51  -41.85   13.00   39.47   11.87   818.21  136.27  130.94    9.67    1.52577    0.04339    3.64457  358.37211   14.80325  -11.182    3.040    0.025   -0.046    0.001    0.474    0.293   10.013    0.143  689.122     82.7   9525.0   9964.8    408.4   42.9906555  39.9658948 0 00:31:43.880
   3376 1903.900   13.51  -41.85   13.00   39.47   11.87   818.41  136.25  130.92    9.68    1.52578    0.04248    3.65404  358.37157   14.81190  -11.182    3.041    0.025   -0.046    0.001    0.474    0.293   10.013    0.143  689.106     82.7   9525.0   9965.0    408.4   42.9906621  39.9658950 0 00:31:43.900
   3377 1903.920   13.51  -41.85   13.00   39.47   11.87   818.60  136.23  130.90    9.68    1.52579    0.04156    3.66352  358.37102   14.82056  -11.181    3.042    0.025   -0.046    0.001    0.474    0.293   10.013    0.143  689.090     82.6   9525.0   9965.2    408.4   42.9906686  39.9658953 0 00:31:43.920
   3378 1903.940   13.51  -41.85   13.00   39.47   11.87   818.79  136.21  130.88    9.68    1.52579    0.04064    3.67301  358.37048   14.82925  -11.180    3.042    0.025   -0.046    0.001    0.474    0.294   10.014    0.143  689.074     82.6   9525.0   9965.5    408.4   42.9906752  39.9658955 0 00:31:43.940
   3379 1903.960   13.51  -41.85   13.00   39.47   11.87   818.99  136.19  130.86    9.69    1.52580    0.03972    3.68250  358.36994   14.83795  -11.179    3.043    0.025   -0.046    0.001    0.475    0.294   10.014    0.142  689.058     82.6   9525.0   9965.7    408.4   42.9906818  39.9658958 0 00:31:43.960
   3380 1903.980   13.51  -41.85   13.00   39.47   11.87   819.18  136.17  130.84    9.69    1.52581    0.03880    3.69200  358.36941   14.84668  -11.178    3.043    0.025   -0.046    0.001    0.475    0.294   10.014    0.142  689.042     82.6   9525.0   9965.9    408.4   42.9906884  39.9658960 0 00:31:43.980
   3381 1904.000   13.51  -41.85   13.00   39.47   11.87   819.37  136.15  130.82    9.70    1.52581    0.03788    3.70150  358.36887   14.85542  -11.177    3.044    0.025   -0.046    0.001    0.475    0.294   10.015    0.142  689.025     82.5   9525.0   9966.1    408.4   42.9906949  39.9658963 0 00:31:44.000
   3382 1904.020   13.51  -41.85   13.00   39.47   11.87   819.57  136.13  130.80    9.70    1.52582    0.03695    3.71101  358.36834   14.86419  -11.177    3.045    0.025   -0.046    0.001    0.476    0.295   10.015    0.142  689.009     82.5   9525.0   9966.3    408.4   42.9907015  39.9658966 0 00:31:44.020
   3383 1904.040   13.51  -41.85   13.00   39.47   11.87   819.76  136.11  130.78    9.71    1.52583    0.03603    3.72052  358.36781   14.87298  -11.176    3.045    0.025   -0.046    0.001    0.476    0.295   10.015    0.142  688.993     82.5   9525.0   9966.5    408.4   42.9907081  39.9658968 0 00:31:44.040
   3384 1904.060   13.51  -41.85   13.00   39.47   11.87   819.96  136.09  130.76    9.71    1.52584    0.03511    3.73003  358.36728   14.88179  -11.175    3.046    0.025   -0.046    0.001    0.476    0.295   10.015    0.142  688.977     82.5   9525.0   9966.7    408.4   42.9907147  39.9658971 0 00:31:44.060
   3385 1904.080   13.51  -41.85   13.00   39.47   11.87   820.15  136.07  130.73    9.71    1.52584    0.03419    3.73955  358.36676   14.89062  -11.175    3.046    0.025   -0.046    0.001    0.476    0.296   10.016    0.142  688.961     82.4   9525.0   9966.9    408.4   42.9907212  39.9658973 0 00:31:44.080
   3386 1904.100   13.51  -41.85   13.00   39.47   11.87   820.35  136.05  130.71    9.72    1.52585    0.03326    3.74908  358.36624   14.89947  -11.174    3.047    0.025   -0.046    0.001    0.476    0.296   10.016    0.142  688.945     82.4   9525.0   9967.2    408.5   42.9907278  39.9658976 0 00:31:44.100
   3387 1904.120   13.51  -41.85   13.00   39.47   11.87   820.54  136.03  130.69    9.72    1.52586    0.03234    3.75861  358.36572   14.90834  -11.173    3.047    0.025   -0.046    0.001    0.477    0.296   10.016    0.142  688.928     82.4   9525.0   9967.4    408.5   42.9907344  39.9658979 0 00:31:44.120
   3388 1904.140   13.51  -41.85   13.00   39.47   11.87   820.73  136.01  130.67    9.73    1.52587    0.03141    3.76814  358.36520   14.91723  -11.172    3.048    0.025   -0.046    0.001    0.477    0.297   10.017    0.142  688.912     82.3   9525.0   9967.6    408.5   42.9907409  39.9658981 0 00:31:44.140
   3389 1904.160   13.51  -41.85   13.00   39.47   11.87   820.93  135.98  130.65    9.73    1.52587    0.03049    3.77768  358.36468   14.92614  -11.172    3.049    0.025   -0.046    0.001    0.477    0.297   10.017    0.142  688.896     82.3   9525.0   9967.8    408.5   42.9907475  39.9658984 0 00:31:44.160
   3390 1904.180   13.51  -41.85   13.00   39.47   11.87   821.12  135.96  130.63    9.73    1.52588    0.02956    3.78722  358.36417   14.93507  -11.171    3.049    0.025   -0.046    0.001    0.477    0.297   10.017    0.142  688.880     82.3   9524.9   9968.0    408.5   42.9907541  39.9658986 0 00:31:44.180
   3391 1904.200   13.51  -41.85   13.00   39.47   11.87   821.32  135.94  130.61    9.74    1.52589    0.02863    3.79677  358.36366   14.94402  -11.171    3.050    0.025   -0.046    0.001    0.477    0.298   10.017    0.142  688.864     82.3   9524.9   9968.2    408.5   42.9907606  39.9658989 0 00:31:44.200
   3392 1904.220   13.51  -41.85   13.00   39.47   11.87   821.51  135.92  130.58    9.74    1.52590    0.02771    3.80631  358.36315   14.95300  -11.170    3.050    0.025   -0.046    0.001    0.478    0.298   10.018    0.142  688.847     82.2   9524.9   9968.4    408.5   42.9907672  39.9658992 0 00:31:44.220
   3393 1904.240   13.51  -41.85   13.00   39.47   11.87   821.71  135.90  130.56    9.75    1.52590    0.02678    3.81587  358.36265   14.96199  -11.169    3.051    0.025   -0.046    0.001    0.478    0.298   10.018    0.142  688.831     82.2   9524.9   9968.6    408.5   42.9907737  39.9658994 0 00:31:44.240
   3394 1904.260   13.51  -41.85   13.00   39.47   11.87   821.90  135.88  130.54    9.75    1.52591    0.02585    3.82542  358.36214   14.97100  -11.169    3.051    0.025   -0.046    0.001    0.478    0.299   10.018    0.142  688.815     82.2   9524.9   9968.8    408.5   42.9907803  39.9658997 0 00:31:44.260
   3395 1904.280   13.51  -41.85   13.00   39.47   11.87   822.10  135.86  130.52    9.76    1.52592    0.02492    3.83498  358.36164   14.98004  -11.168    3.052    0.025   -0.046    0.001    0.478    0.299   10.018    0.142  688.799     82.2   9524.9   9969.0    408.5   42.9907869  39.9658999 0 00:31:44.280
   3396 1904.300   13.51  -41.85   13.00   39.47   11.87   822.29  135.83  130.50    9.76    1.52593    0.02400    3.84454  358.36114   14.98909  -11.168    3.052    0.025   -0.046    0.001    0.478    0.299   10.019    0.142  688.783     82.1   9524.9   9969.2    408.5   42.9907934  39.9659002 0 00:31:44.300
   3397 1904.320   13.51  -41.85   13.00   39.47   11.87   822.49  135.81  130.48    9.76    1.52594    0.02307    3.85410  358.36065   14.99817  -11.167    3.053    0.025   -0.046    0.001    0.478    0.300   10.019    0.142  688.766     82.1   9524.9   9969.4    408.6   42.9908000  39.9659005 0 00:31:44.320
   3398 1904.340   13.51  -41.85   13.00   39.47   11.87   822.68  135.79  130.45    9.77    1.52594    0.02214    3.86367  358.36015   15.00726  -11.167    3.053    0.025   -0.046    0.001    0.478    0.300   10.019    0.142  688.750     82.1   9524.9   9969.6    408.6   42.9908065  39.9659007 0 00:31:44.340
   3399 1904.360   13.51  -41.85   13.00   39.47   11.87   822.88  135.77  130.43    9.77    1.52595    0.02121    3.87324  358.35966   15.01638  -11.166    3.054    0.025   -0.046    0.001    0.478    0.300   10.020    0.142  688.734     82.0   9524.9   9969.8    408.6   42.9908131  39.9659010 0 00:31:44.360
   3400 1904.380   13.51  -41.85   13.00   39.47   11.87   823.08  135.75  130.41    9.78    1.52596    0.02028    3.88281  358.35918   15.02552  -11.166    3.054    0.025   -0.047    0.001    0.479    0.301   10.020    0.142  688.718     82.0   9524.9   9970.0    408.6   42.9908196  39.9659012 0 00:31:44.380
   3401 1904.400   13.51  -41.85   13.00   39.47   11.87   823.27  135.73  130.39    9.78    1.52597    0.01935    3.89238  358.35869   15.03468  -11.165    3.055    0.025   -0.047    0.001    0.479    0.301   10.020    0.142  688.701     82.0   9524.9   9970.2    408.6   42.9908262  39.9659015 0 00:31:44.400
   3402 1904.420   13.51  -41.85   13.00   39.47   11.87   823.47  135.70  130.36    9.78    1.52598    0.01841    3.90195  358.35821   15.04385  -11.165    3.056    0.025   -0.047    0.001    0.479    0.301   10.020    0.141  688.685     82.0   9524.9   9970.4    408.6   42.9908327  39.9659018 0 00:31:44.420
   3403 1904.440   13.51  -41.85   13.00   39.47   11.87   823.66  135.68  130.34    9.79    1.52598    0.01748    3.91153  358.35772   15.05305  -11.164    3.056    0.025   -0.047    0.001    0.479    0.302   10.021    0.141  688.669     81.9   9524.9   9970.6    408.6   42.9908393  39.9659020 0 00:31:44.440
   3404 1904.460   13.51  -41.85   13.00   39.47   11.87   823.86  135.66  130.32    9.79    1.52599    0.01655    3.92110  358.35724   15.06227  -11.164    3.057    0.025   -0.047    0.001    0.479    0.302   10.021    0.141  688.652     81.9   9524.9   9970.8    408.6   42.9908458  39.9659023 0 00:31:44.460
   3405 1904.480   13.51  -41.85   13.00   39.47   11.87   824.05  135.64  130.30    9.80    1.52600    0.01562    3.93068  358.35677   15.07151  -11.164    3.057    0.025   -0.047    0.001    0.479    0.302   10.021    0.141  688.636     81.9   9524.9   9971.0    408.6   42.9908523  39.9659025 0 00:31:44.480
   3406 1904.500   13.51  -41.85   13.00   39.47   11.87   824.25  135.61  130.27    9.80    1.52601    0.01468    3.94026  358.35629   15.08077  -11.163    3.058    0.025   -0.047    0.001    0.479    0.303   10.021    0.141  688.620     81.8   9524.9   9971.2    408.6   42.9908589  39.9659028 0 00:31:44.500
